id_unidad,descripcion,fecha_registro,cve_sat
92ECBFED-1812-4FBA-8D04-1B6A0AE60839,Cja,2017-05-08 14:31:23.207,XBX
2C0D16EC-329B-4709-97BA-4A3FC5F7E780,Gms,2017-05-08 14:31:23.207,GRM
AC418555-FA67-40F5-AD69-6B9D9D2079AB,Cos,2017-05-08 14:31:23.207,0
BB7DF3BE-0580-4394-847E-7C4B1F08A0D2,Kg,2017-05-08 14:31:23.207,KGM
4389ADA4-FE2A-40BF-A048-9D9ADD20F368,Man,2017-05-08 14:31:23.207,H87
8C383587-7684-4961-BEE4-AD0B45A49D4C,Pza,2017-05-08 14:31:23.207,H87
5B7FFF33-A8AA-4E29-ABF2-BC1FB07B6F94,Exh,2017-05-08 14:31:23.207,0
C0C5CC55-2AC0-49FB-A599-C66462116FFD,Bol,2017-05-08 14:31:23.207,0
B6988452-9179-46F4-B97B-D44611EB5F18,Paq,2017-05-08 14:31:23.207,XPK
