id_clasificacion;id_clasificacion_dep;descripcion;nivel_clasificacion
491;86;LAVATRASTE EN PASTA;4
492;86;LAVATRASTE EN POLVO;4
493;86;LIMPIADORES DE METALES;4
494;86;LIMPIADOR HORNO;4
495;87;AROMANTIZANTES PARA BANO;4
496;87;BOMBAS WC;4
497;87;DESTAPACANOS;4
498;87;LIMPIADOR DE HINODOROS Y CANOS;4
499;88;ALIMENTO;4
500;88;SEMILLAS;4
501;89;ALIMENTO EN LATA;4
502;89;CROQUETAS;4
503;89;CROQUETAS KG;4
